"UNIPROTKB","LENGTH"
"Q9CXT8"," 489"
"Q9CXV9"," 237"
"Q9CXW2"," 359"
"Q9CXW3"," 229"
"Q9CXX9"," 284"
"Q9CXY9"," 395"
"Q9CY16"," 186"
"Q9CY27"," 308"
"Q9CY34"," 185"
"Q9CY45"," 214"
"Q9QXA5"," 137"
"Q9CY52"," 298"
"Q9CY62"," 165"
"Q9CY64"," 295"
"Q9CY97"," 194"
"Q9CYA0"," 350"
"Q9CYD3"," 400"
"Q9CYG7"," 309"
"Q9CYH5"," 385"
"Q9CYI4"," 371"
"Q9CYK1"," 360"
"Q9CYL5"," 154"
"Q9CYN2"," 226"
"Q9CYU6"," 477"
"Q9CYW4"," 251"
"Q9CYX7"," 281"
"Q9CYZ2"," 220"
"Q9CYZ6"," 169"
"Q9CZ04"," 275"
"Q9CZ13"," 480"
"Q9CZ28"," 258"
"Q9CZ30"," 396"
"Q9CZ42-2",NA
"Q9CZ52"," 562"
"Q9CZ57"," 381"
"Q9CZ62"," 856"
"Q9CZ91"," 441"
"Q9CZ96"," 217"
"Q9CZA6"," 344"
"Q9CZB3"," 528"
"Q9CZC8"," 414"
"Q9CZD3"," 729"
"Q9CZG9"," 140"
"Q9CZH3"," 122"
"Q9CZH7"," 178"
"Q9CZJ2"," 685"
"Q9CZK6"," 655"
"Q9CZN8"," 525"
"Q9CZP0"," 217"
"Q9CZP5"," 418"
"Q9CZP7"," 335"
"Q9CZT5"," 673"
"Q9CZT6"," 276"
"Q9CZU3","1040"
"Q9CZU6"," 464"
"Q9CZV8"," 436"
"Q9D771"," 350"
"Q9CZW4"," 720"
"Q9CZX0"," 547"
"Q9CZX7"," 257"
"Q9CZX9"," 183"
"Q9D009"," 231"
"Q9D020-1",NA
"Q9D023"," 127"
"Q01730"," 277"
"Q9D051"," 359"
"Q9D071","1031"
"Q9D074"," 532"
"Q9D0A3"," 226"
"Q9D0B0"," 222"
"Q9D0B6"," 198"
"Q9D0C4"," 501"
"Q9D0D3"," 585"
"Q9D0D5"," 440"
"Q9D0E1"," 729"
"Q9D0F4"," 415"
"Q9D0G0"," 442"
"Q9D0I4"," 301"
"Q9D0I9"," 660"
"Q9D0J4"," 184"
"Q9D0K2"," 520"
"Q9D0L4"," 525"
"Q9D0L7"," 306"
"Q9D0L8"," 465"
"Q9D0M3"," 325"
"Q9D0M5","  89"
"Q9D0P0"," 206"
"Q9D0P8"," 186"
"Q9D0Q7"," 306"
"Q9D0R2"," 722"
"Q9D0R8"," 195"
"Q9D0R9"," 386"
"Q9D0T1"," 128"
"Q9D0U6"," 258"
"Q9D0V7"," 213"
"Q9D7A6"," 144"
"Q9D110"," 203"
"Q9D136"," 315"
"Q9D142"," 222"
"Q9D154"," 379"
"Q9D162","  97"
"Q9D172"," 266"
"Q9D173","  55"
"Q9D187"," 163"
"Q9D198"," 242"
"Q9D1A0"," 226"
"Q9D1A2"," 475"
"Q9D1B9"," 257"
"Q9D1C3"," 112"
"Q9D1C8"," 221"
"Q9D1D4"," 219"
"Q9D1E6"," 244"
"Q9D1F4"," 257"
"Q9D1H6"," 173"
"Q9D1H7"," 327"
"Q9D1H8"," 118"
"Q9D1I5"," 178"
"Q9D1K2"," 119"
"Q9D1L0"," 153"
"Q9D1L9","  91"
"Q9D1M0"," 322"
"Q9D1M4"," 174"
"Q9D1M7"," 201"
"Q9D1N9"," 209"
"Q9D1P4"," 331"
"Q9D1Q1"," 161"
"Q9D1Q6"," 406"
"Q9D1R9"," 117"
"Q9D1Z3"," 247"
"Q9D273"," 237"
"Q9D281"," 569"
"Q9D287"," 225"
"Q9D289"," 158"
"Q9D2E2"," 511"
"Q9D2G2"," 454"
"Q9D2I5"," 817"
"Q9D2P4"," 101"
"Q9D2R0"," 672"
"Q9D2R6"," 108"
"Q9D2V7"," 922"
"Q9D2V8"," 456"
"Q9D2Y4"," 472"
"Q9D338"," 292"
"Q9D379"," 455"
"Q9D385"," 163"
"Q9D3A8"," 503"
"Q9D3D0"," 343"
"Q9D3E6","1258"
"Q9D3P8"," 147"
"Q9D3S3"," 818"
"Q9D3U0"," 527"
"Q9D3W4"," 284"
"Q9D4C5"," 268"
"Q9D4H1"," 924"
"Q9D4H2"," 778"
"Q9D4H9"," 881"
"P35288"," 237"
"Q9D4J7"," 364"
"Q9D4V7"," 236"
"Q9D517"," 376"
"Q9D5T0"," 361"
"Q9D5V6"," 365"
"Q9D666"," 913"
"Q9D684"," 903"
"Q9D6H2"," 143"
"Q9D6I7"," 428"
"Q9D6J3"," 314"
"Q9D6J5"," 186"
"Q9D6J6"," 248"
"Q9D6K5"," 145"
"Q9D6K7"," 262"
"Q9D6K8"," 151"
"Q9D6K9"," 414"
"Q9D6L8"," 161"
"Q9D6M3"," 323"
"Q9D6N1"," 262"
"Q9D6R2"," 366"
"Q9D6S7"," 262"
"Q9D6T0"," 301"
"Q9D6U8"," 155"
"Q9D6W8"," 360"
"Q9D6X6"," 382"
"Q9D6Y7"," 233"
"Q9D6Y9"," 702"
"Q9D6Z1"," 580"
"Q9D706"," 660"
"Q9D711"," 290"
"Q9D727"," 114"
"Q9D735"," 173"
"Q9D787"," 521"
"Q9D7A8"," 282"
"Q9D7B7"," 209"
"Q9D7E3"," 225"
"Q9D7E4"," 109"
"Q9D7I5","270"
"Q9D7K2","161"
"Q9D7M1","228"
"Q9D7M8","142"
"Q9D7N3","390"
"Q9D7N6","160"
"Q9D7N9","415"
"Q9D7P6","168"
"Q9D7S9","219"
"Q9D7W5","268"
"Q9D7X3","185"
"Q9D7X8","188"
"Q9D820","169"
"Q9D823"," 97"
"Q9D824","581"
"Q9D828","389"
"Q9D832","337"
"Q9D842","499"
"Q9D880","353"
"Q9D898","153"
"Q9D8B3","224"
"Q9D8B7","310"
"Q9D8C4","286"
"Q9D8C9","305"
"Q9D8L5","442"
"Q9D8N2","357"
"Q9D8S9","137"
"Q9D8T2","487"
"Q9D8T4","205"
"Q9D8V0","378"
"Q9D8V7","192"
"Q9D8W5","456"
"Q9D8W7","154"
"Q9D8X1","272"
"Q9D8X2","217"
"Q9D8X5","292"
"Q9D8Z1","356"
"Q9D8Z2"," 76"
"Q9D902","292"
"Q9D903","306"
"Q9D927","233"
"Q9D937","123"
"Q9D964","423"
"Q9D967","164"
"Q9D9H8","365"
"Q9D9M2","370"
"Q9D9V3","322"
"Q9D9Z5","102"
"Q9DA08","293"
"Q9DAA6","195"
"Q9DAI2","185"
"Q9DAK9","124"
"Q9DAM7","115"
"Q9DAR7","338"
"Q9DAT5","417"
"Q9DAU1","276"
"Q9DAV9","292"
"Q9DAW9","330"
"Q9DAX9","585"
"Q9DAZ9","389"
"Q9DB05","295"
"Q9DB07","301"
"Q9DB15","201"
"Q9DB16","337"
"Q9DB20","213"
"Q9DB26","291"
"Q9DB27","181"
"Q9DB29","249"
"Q9DB30","406"
"Q9DB32","283"
"Q9DB34","222"
"Q9DB43","310"
"Q9DB70","155"
"Q9DB73","305"
"Q9DB77","453"
"Q9DB85","457"
"Q9DB90","520"
"Q9DB91","199"
"Q9DB96","315"
"Q9DBB4","864"
"Q9DBC0","667"
"Q9DBC3","837"
"Q9DBC7","381"
"Q9DBE0","493"
"Q9Z108","487"
"Q9DBE8","415"
"Q9DBE9","838"
"Q9DBF1","539"
"Q9DBF7","416"
"Q9DBG5","437"
"Q9DBG7","636"
"Q9DBG9","124"
"Q9DBH5","358"
"Q9DBJ3","514"
"Q9DBK7","977"
"Q9DBL1","432"
"Q9DBL2","498"
"Q9DBL7","563"
"Q9DBN4","303"
"Q9DBN5","852"
"Q9DBP5"," 196"
"Q9DBQ7"," 735"
"Q9DBR1"," 951"
"Q9DBR7","1029"
"Q9DBS1"," 400"
"Q9DBS2"," 266"
"Q9DBS5"," 619"
"Q9DBV4"," 442"
"Q9DBW3"," 110"
"Q9DBX2"," 301"
"Q9DBX6"," 501"
"Q9DBY5"," 414"
"Q9DBY8"," 855"
"Q9DBZ1-2",NA
"Q9DBZ5"," 218"
"Q9DC11"," 530"
"Q9DC22"," 876"
"Q9DC23"," 793"
"Q9DC29"," 842"
"Q9DC33"," 346"
"Q9DC37"," 464"
"Q9DC40"," 840"
"Q9DC48"," 579"
"Q9DC50"," 612"
"Q9DC51"," 354"
"Q9DC53"," 577"
"Q9DC61"," 524"
"Q9DC63"," 480"
"Q9DC70"," 224"
"Q9DC71"," 258"
"Q9DCA5"," 353"
"Q9DCB8"," 154"
"Q9DCC4"," 274"
"P23198"," 183"
"Q9DCC7"," 210"
"Q9DCD6"," 117"
"Q9DCE5"," 382"
"Q9DCE9"," 423"
"Q9DCG2"," 228"
"Q9DCH2"," 140"
"Q9DCI9"," 187"
"Q9DCJ1"," 326"
"Q9DCJ5"," 172"
"Q9DCJ9"," 320"
"Q9DCL9"," 425"
"Q9DCM0"," 254"
"Q9DCM7"," 586"
"Q9DCN2"," 301"
"Q9DCS2"," 204"
"Q9DCS3"," 373"
"Q9DCS9"," 176"
"Q9DCT1"," 301"
"Q9DCT2"," 263"
"Q9DCU6"," 294"
"Q9DCU9"," 321"
"Q9DCV4"," 305"
"Q9DCW4"," 255"
"Q9DCZ1"," 345"
"Q9DCZ4"," 198"
"Q9DD02"," 197"
"Q9DD18"," 209"
"Q9EP52"," 222"
"Q9EP53","1161"
"Q9EP69"," 587"
"Q9EP71"," 979"
"Q9EPC1"," 372"
"Q9EPE9","1200"
"Q9EPK2"," 347"
"Q9EPK5"," 395"
"Q9EPK6"," 465"
"Q9EPK7","1087"
"Q9EPL4"," 318"
"Q9EPL8","1038"
"Q9EPL9"," 700"
"Q9EPN1","2936"
"Q9EPQ7"," 213"
"Q9EPR5","1159"
"Q9EPS3"," 618"
"Q9EPU0","1124"
"Q9EPU4","1441"
"Q9EQ06"," 298"
"Q9EQ09"," 363"
"Q9EQ20"," 535"
"Q9EQ80"," 376"
"Q9EQC5"," 806"
"Q9EQC8"," 491"
"Q9EQF6"," 564"
"Q9EQG9"," 624"
"Q9EQH2"," 930"
"Q9EQI8"," 283"
"Q9EQK5"," 861"
"Q9EQM6"," 773"
"Q9EQQ2"," 257"
"Q9EQQ9"," 916"
"Q9EQS3"," 103"
"Q9EQS9","1252"
"Q9EQW7","1749"
"Q9ER38"," 385"
"Q9ER41"," 336"
"Q9ER72"," 831"
"Q9ER73"," 422"
"Q9ER80"," 249"
"Q9ERA0"," 502"
"Q9ERB0"," 260"
"Q9ERD7"," 450"
"Q9ERE7"," 224"
"Q9ERG0"," 753"
"Q9ERI6"," 334"
"Q9ERK4"," 971"
"Q9ERR1"," 345"
"Q9ERS2"," 144"
"Q9ERS4"," 297"
"Q9ERS5"," 425"
"Q9ERU9","3053"
"Q9ERV1"," 416"
"Q9ERY9"," 140"
"Q9ES00","1173"
"Q9ES34","1070"
"Q9ES70"," 313"
"Q9ES74"," 302"
"Q9R013"," 462"
"Q9ES97"," 964"
"Q9ESJ4"," 714"
"Q9ESK9","1588"
"Q9ESL4"," 802"
"Q9ESM6"," 539"
"Q9ESP1"," 221"
"Q9EST3"," 983"
"Q9EST4"," 264"
"Q9EST5"," 272"
"Q9ESW4"," 421"
"Q9ESW8"," 209"
"Q9ESX5"," 509"
"Q9ESY9"," 248"
"Q9ET22"," 506"
"Q9ET26"," 229"
"Q9ET54-5",NA
"Q9ET54-6",NA
"Q9JHE7"," 317"
"Q9JHF5"," 834"
"Q9JHH9"," 205"
"Q9JHI2"," 499"
"Q9JHI5"," 424"
"Q9JHI7"," 438"
"Q9JHP7"," 502"
"Q9JHQ5"," 299"
"Q9JHS3"," 125"
"Q9JHS9"," 229"
"Q9JHU4","4644"
"Q9JHW2"," 276"
"Q9JI10"," 497"
"Q9JI11"," 487"
"Q9JI13"," 469"
"Q9JI39"," 715"
"Q9JI44"," 468"
"Q9JI48"," 112"
"Q9JI58"," 249"
"Q9JI59"," 298"
"Q9JI78"," 651"
"Q9JI90"," 485"
"Q9JIF7"," 953"
"Q9JIG7"," 627"
"Q9JIG8"," 178"
"Q9JIH2"," 466"
"Q9JIK5"," 851"
"Q9JIK9"," 218"
"Q9JIP6"," 570"
"Q9JIQ3"," 237"
"Q9JIX0"," 101"
"Q9JIX8","1338"
"Q9JJ06"," 363"
"Q9JJ28","1271"
"Q9JJ89"," 426"
"Q9JJC6"," 406"
"Q9JJF3"," 603"
"Q9JJF9"," 523"
"Q9JJG9"," 693"
"Q9JJL8"," 518"
"Q9JJQ0"," 542"
"Q9JJT9"," 385"
"Q9JJU8"," 114"
"Q9JJV2"," 140"
"Q9JJX7"," 370"
"Q9JJY3"," 655"
"Q9JJY4"," 825"
"Q9JJZ4"," 318"
"Q9JJZ5"," 550"
"Q9JK38"," 184"
"Q9JK48"," 365"
"Q9JK81"," 380"
"Q9JK83"," 371"
"Q9JK92"," 196"
"Q9JKB1"," 230"
"Q9JKB3"," 361"
"Q9JKB3-2",NA
"Q9JKC8"," 418"
"Q9JKD3"," 235"
"Q9JKF1","1657"
"Q9JKF6"," 515"
"Q9JKF7"," 336"
"Q9JKL4"," 185"
"Q9JKN1"," 378"
"Q9JKR6"," 999"
"Q9JKS4"," 723"
"Q9JKX4"," 526"
"Q9JKX6"," 218"
"Q9JKY0"," 299"
"Q9JKZ2"," 718"
"Q9JL35"," 406"
"Q9JLB9"," 549"
"Q9JLI6"," 432"
"Q9JLI8"," 962"
"Q9JLJ1","  94"
"Q9JLL0","1037"
"Q9JLN9","2549"
"Q9JLQ0"," 637"
"Q9JLV6"," 522"
"Q9JM13"," 491"
"Q9JM14"," 200"
"Q9JM76"," 178"
"Q9JM96"," 349"
"Q9JMA1"," 493"
"Q9JMA2"," 403"
"Q9JMB0"," 366"
"Q9JMC3"," 397"
"Q9JMD0"," 495"
"Q9JME7"," 139"
"Q9JMF3","  67"
"Q9JMF7"," 238"
"Q9JMG1"," 148"
"Q9JMG2"," 316"
"Q9JMG7"," 202"
"Q9JMH6"," 613"
"Q9JMH9","2050"
"Q9JMK2"," 416"
"Q9QUM9"," 246"
"Q9QWR8"," 415"
"Q9QWV9"," 724"
"Q9QX15"," 902"
"Q9QX60"," 277"
"Q9QXA1"," 311"
"Q9QXB9"," 364"
"Q9QXD8"," 668"
"Q9QXE7"," 527"
"Q9QXK3"," 871"
"Q9QXN3"," 581"
"Q9QXP7"," 281"
"Q9QXS1","4691"
"Q9QXS1-3",NA
"Q9QXS6"," 706"
"Q9QXT0"," 182"
"Q9QXV1"," 362"
"Q9QXV3"," 279"
"Q9QXY6"," 535"
"Q9QY73"," 323"
"Q9QY93"," 170"
"Q9QYA2"," 361"
"Q9QYC0"," 735"
"Q9QYE6"," 729"
"Q9QYF1"," 316"
"Q9QYG0"," 371"
"Q9QYH6"," 775"
"Q9QYI6"," 222"
"Q9QYJ0"," 412"
"Q9QYM9"," 374"
"Q9QYP6"," 405"
"Q9QYR9"," 453"
"Q9QYS9"," 341"
"Q9QYY8"," 614"
"Q9QZ06"," 274"
"Q9QZ83"," 393"
"Q9QZA0"," 317"
"Q9QZB7"," 417"
"Q9QZB9"," 182"
"Q9QZD8"," 287"
"Q9QZD9"," 325"
"Q9QZE5"," 874"
"Q9QZE7"," 290"
"Q9QZH3"," 301"
"Q9QZL0"," 486"
"Q9QZM0"," 638"
"Q9QZN4"," 295"
"Q9QZQ1","1820"
"Q9QZQ8"," 372"
"Q9QZR0"," 456"
"Q9QZS3"," 653"
"Q9QZU9"," 153"
"Q9QZV9"," 140"
"Q9R001"," 930"
"Q9R008"," 395"
"Q9R045"," 493"
"Q9R059"," 289"
"Q9R060"," 320"
"Q9R061"," 275"
"Q9R062"," 333"
"Q9R069"," 622"
"Q9R099"," 442"
"Q9R0A0"," 376"
"Q9R0B7"," 294"
"Q9R0E1"," 741"
"Q9R0E2"," 728"
"Q9R0H0"," 661"
"Q9R0L6","2025"
"Q9R0M5"," 243"
"Q9R0P4"," 181"
"Q9R0P9"," 223"
"Q9R0Q6"," 370"
"Q9R0U0"," 262"
"Q9R0X4"," 439"
"Q9R0Y5"," 194"
"Q9R112"," 450"
"Q9R118"," 480"
"Q9R190"," 668"
"Q9R1C7"," 953"
"Q9R1E0"," 652"
"Q9R1K9"," 172"
"Q9R1P0"," 261"
"Q9R1P3"," 201"
"Q9R1Q6"," 263"
"Q9R1T2"," 350"
"Q9R1X5","1436"
"Q9R1Y5"," 733"
"Q9R1Z7"," 144"
"Q9R207"," 751"
"Q9WTI7","1063"
"Q9WTK2"," 593"
"Q9WTK3"," 621"
"Q9WTK7"," 436"
"Q9WTL7"," 231"
"Q9WTP6"," 239"
"Q9WTP7"," 227"
"Q9WTS2"," 575"
"Q9WTV7"," 600"
"Q9WTX2"," 313"
"Q9WTX6"," 776"
"Q9WTX8"," 717"
"Q9WU28"," 154"
"Q9WU78"," 869"
"Q9WUA6"," 479"
"Q9WUB0"," 508"
"Q9WUD1"," 304"
"Q9WUM5"," 346"
"Q9WUP7-2",NA
"Q9WUR2"," 391"
"Q9WV02"," 391"
"Q9WV30","1534"
"Q9WV34"," 552"
"Q9WV55"," 249"
"Q9WV89"," 557"
"Q9WV91"," 879"
"Q9WV95"," 125"
"Q9WV96"," 100"
"Q9WV98","  89"
"Q9WVA2","  97"
"Q9WVA4"," 199"
"Q9WVB0"," 197"
"Q9WVC3"," 162"
"Q9WVH9"," 448"
"Q9WVJ3"," 470"
"Q9WVL0"," 216"
"Q9WVM3"," 565"
"Q9WVQ5"," 241"
"Q9WVS7"," 448"
"Q9WVS8"," 806"
"Q9Z0E0"," 729"
"Q9Z0E6"," 589"
"Q9Z0G0"," 333"
"Q9Z0H4"," 508"
"Q9Z0H8-2",NA
"Q9Z0K8"," 512"
"Q9Z0L0"," 426"
"Q9Z0P4"," 383"
"Q9Z0P5"," 349"
"Q9Z0R9"," 444"
"Q9Z0S9"," 185"
"Q9Z0U1","1167"
"Q9Z0U9"," 378"
"Q9Z0W3","1402"
"Q9Z0X0"," 150"
"Q9Z0Y1"," 186"
"Q9Z103","1108"
"Q9Z120"," 268"
"Q9Z130"," 301"
"Q9Z139"," 937"
"Q9Z148","1263"
"Q9Z175"," 754"
"Q9Z1B3","1216"
"Q9Z1B8"," 559"
"Q9Z1E3"," 314"
"Q9Z1E4"," 738"
"Q9Z1F9"," 638"
"Q9Z1G3"," 382"
"Q9Z1G4"," 839"
"Q9Z1J3"," 459"
"Q9Z1K5"," 555"
"Q9Z1N5"," 428"
"Q9Z1P6"," 113"
"Q9Z1Q2"," 558"
"Q9Z1T1","1105"
"Q9Z1T6","2097"
"Q9Z1X4"," 898"
"Q9Z1Z0"," 959"
"Q9Z204-2",NA
"Q9Z210"," 259"
"Q9Z247"," 570"
"Q9Z266"," 136"
"Q9Z277","1479"
"Q9Z2A0"," 559"
"Q9Z2A9"," 573"
"Q9Z2B9"," 773"
"Q9Z2C4"," 669"
"Q9Z2C5"," 603"
"Q9Z2C6"," 260"
"Q9Z2D0"," 545"
"Q9Z2D1"," 643"
"Q9Z2D6"," 484"
"Q9Z2D8"," 285"
"Q9Z2E1"," 414"
"Q9Z2E2"," 636"
"Q9Z2E9"," 383"
"Q9Z2F2"," 508"
"Q9Z2G0"," 627"
"Q9Z2G1"," 654"
"Q9Z2G9"," 242"
"Q9Z2I0"," 738"
"Q9Z2I8"," 433"
"Q9Z2L6"," 481"
"Q9Z2L7"," 442"
"Q9Z2Q6"," 369"
"Q9Z2S7"," 137"
"Q9Z2X1"," 415"
"Q9Z2X2"," 231"
"Q9Z2X8"," 624"
"Q9Z2Z9"," 682"
"Q9Z315"," 806"
"Q9Z329","2701"
"S4R1L5","4853"
"Q91ZU6","7393"
"S4R1W5","1118"
"S4R2A9"," 934"
"A2RTL5"," 376"
"Q5SV85","1306"
"B1ARW8"," 110"
"Q99MI1","1120"
"Q8R2K4"," 616"
"A0A087WSB8"," 128"
"Q5SWT3"," 300"
"Q80V70","1572"
"P25425"," 770"
"B5TVM2"," 661"
"Q9CX13"," 139"
"A0A0G2JFR8"," 334"
"Q9Z255"," 152"
"Q9R0G7","1215"
"Q8BXK4"," 403"
"Q8K262"," 108"
"Q80XL6"," 779"
"Q3SXB8"," 272"
"Q8CI85"," 354"
"Q9R0Z9","1092"
"Q8BLY1"," 463"
"Q9QXN0","1986"
"A0A0R4J1L2"," 257"
"P23708"," 346"
"Q8C1Z8"," 328"
"Q9JLF6"," 815"
"Q9QXJ1"," 710"
"Q3TLD5"," 531"
"Q8VCB2"," 745"
"P97478"," 217"
"Q8BGZ2"," 244"
"O88455"," 471"
"A0A140LJ72","8478"
"A0A140LJB7"," 486"
"Q6P8J2"," 170"
"Q4PZA2"," 769"
"Q9D938"," 188"
"Q8VD26"," 458"
"Q80TE4","1722"
"Q811C8"," 263"
"Q8BN78"," 671"
"A2A6P4"," 185"
"A2A791","1549"
"A2A9C3","3431"
"A2ABV5","1459"
"Q62504","3644"
"Q80XA6"," 521"
"A2AG58"," 752"
"Q06985"," 282"
"P41234","2434"
"A2AJL3"," 552"
"Q8C048","1144"
"Q03249"," 379"
"Q9D772"," 157"
"Q06348"," 247"
"Q6P5H6"," 517"
"A2AUY4","2123"
"Q64455","1238"
"Q8C5K5"," 320"
"P16056","1379"
"Q9CZD5"," 276"
"A6H619","1682"
"Q3U1F9"," 429"
"Q61818","1889"
"Q8BG21"," 171"
"A6X8Z5","1425"
"P53657"," 574"
"O70558","  76"
"Q99MK9"," 340"
"B0F2B4"," 945"
"O55101"," 224"
"Q66T02","1073"
"Q6P073"," 259"
"B7ZWM3","1647"
"B1AVH7"," 922"
"B1AVN9"," 556"
"B1AY10","1114"
"Q80UV9","1891"
"Q8BFQ9"," 493"
"Q9QWH1"," 850"
"Q05921"," 735"
"Q9CWS1"," 417"
"Q8R516"," 973"
"P59764","1978"
"Q4QY64","1826"
"Q80U22","1514"
"Q6J9G1"," 429"
"Q5NCX5","1563"
"B3STQ2"," 142"
"P09242"," 524"
"B7ZC24"," 406"
"Q9CX84"," 216"
"Q68ED3"," 633"
"Q8K4S1","2282"
"Q8C5W0","1052"
"Q8BZZ3"," 918"
"Q8R4P9","1501"
"P83510","1323"
"Q3UMR0","1048"
"Q9JKL5"," 214"
"D3YUE4"," 279"
"E9Q226"," 291"
"Q9EPW0"," 939"
"Q8VEK6"," 421"
"Q8CAE9"," 603"
"D3YX49"," 468"
"D3YXJ5"," 310"
"D3YXK1"," 519"
"Q9QXE0"," 581"
"P97473"," 365"
"Q91Z69","1062"
"O88485"," 628"
"D3Z1T2"," 136"
"D3Z286"," 447"
"Q9CR88"," 128"
"P56542"," 353"
"D3Z6F0"," 470"
"Q3UHH8"," 404"
"Q9DCW2"," 307"
"D3Z7X0"," 555"
"E0CZ61"," 104"
"P50096"," 514"
"Q7TQG1","1173"
"Q8CEI1"," 110"
"E9PYP2","2688"
"Q9QXQ1"," 446"
"Q61387"," 111"
"E9Q043","1732"
"Q8K0D2"," 558"
"P51880"," 132"
"Q8K2G4"," 715"
"Q5SU73"," 570"
"P0C7L0"," 485"
"Q62440"," 770"
"P62876","  67"
"P59438","1126"
"Q62030"," 932"
"Q80XQ8"," 194"
"E9Q9T0","1031"
"Q06649"," 559"
"Q6RT24","2474"
"Q566J8"," 533"
"P09535"," 180"
"Q9JIY2"," 491"
"P35689","1170"
"Q61329","3726"
"Q8VDG7"," 390"
"Q9CWR1"," 371"
"F6SRV1"," 171"
"Q7TPD1"," 930"
"P29037"," 316"
"Q8CFH6"," 931"
"Q8C092"," 801"
"F8VQG7","1678"
"Q8BRH4","4903"
"Q69ZZ6"," 649"
"Q0VG62","  97"
"Q8JZV9"," 245"
"Q5NBX1","1337"
"G3UYU0"," 520"
"Q3UDI4","1346"
"P49117"," 596"
"Q80XH1"," 177"
"P43352"," 420"
"P21271","1818"
"H3BIV6"," 412"
"Q811D0"," 905"
"Q4KWH5","1682"
"I7HJS5"," 348"
"Q8BP22"," 355"
"J3QMK2","  67"
"J3QNH8"," 270"
"Q9CQL7"," 125"
"O08664"," 217"
"O35126","1175"
"O35648"," 167"
"O35683","  70"
"O54785"," 638"
"O54983"," 313"
"O70579"," 307"
"O88327"," 731"
"O88343","1079"
"O88662"," 172"
"O88574"," 220"
"O88745","  98"
"O88878"," 213"
"O89054"," 136"
"P05531"," 208"
"P09021"," 270"
"P0C605"," 671"
"P0DN91"," 123"
"P13011"," 358"
"P13597"," 537"
"P15306"," 577"
"P16330"," 420"
"P18581"," 657"
"P20826"," 273"
"P22893"," 319"
"P23798"," 342"
"P25118"," 454"
"P25119"," 474"
"P26187"," 211"
"P28661"," 478"
"P29452"," 402"
"P29594"," 452"
"P32507"," 530"
"P33610"," 505"
"P34914"," 554"
"Q3U4W5"," 208"
"P35846"," 255"
"P41233","2261"
"P43136"," 390"
"P49135"," 783"
"P52196"," 297"
"P52431","1105"
"P52482"," 193"
"P55271"," 130"
"P58059","  87"
"P58468"," 219"
"P59913"," 357"
"P60003","  83"
"P60060","  68"
"P63166"," 101"
"P70196"," 530"
"P97290"," 504"
"P97379"," 482"
"P97464"," 746"
"P97784"," 606"
"P97872"," 533"
"Q02013"," 269"
"Q02956"," 592"
"Q04863"," 558"
"Q05AH6"," 381"
"Q9CQA6"," 118"
"Q9DAX2"," 276"
"Q8C5L6"," 468"
"Q08890"," 552"
"Q09324"," 428"
"Q09XV5","2582"
"Q8BH27"," 600"
"Q3U1Z5"," 159"
"Q8K003","  64"
"Q9EQG3"," 652"
"Q91V09"," 485"
"Q9JJE7"," 449"
"Q8R087"," 327"
"Q64028","1012"
"Q3TLS3"," 386"
"Q9R0Q4"," 288"
"Q60714"," 646"
"Q3TNL8"," 555"
"Q8C0D0"," 338"
"Q3TUA9"," 349"
"Q7TNE1"," 436"
"Q8CD91"," 447"
"Q9CZT4"," 710"
"Q99KL7"," 221"
"Q9QZ03"," 324"
"Q8R3T5"," 210"
"Q3TYD6","1471"
"Q6DIB4"," 494"
"Q3TZX8"," 714"
"Q3U269"," 495"
"Q3U2V3"," 323"
"Q3U308"," 514"
"Q8CC35-2",NA
"Q3U4I7"," 581"
"Q60769"," 775"
"Q9JMK0"," 388"
"Q9DCI3"," 235"
"Q9JIA7"," 617"
"Q8R313"," 802"
"Q3UBG2"," 217"
"Q8C2E4"," 695"
"Q99K67"," 926"
"Q3UFB2"," 460"
"Q9D8B6"," 190"
"Q9JIL5","1547"
"Q3UH68","1057"
"Q3UHI0"," 833"
"Q3UJ81"," 125"
"Q80YE7","1442"
"Q9DCP9"," 168"
"Q9CWR7"," 339"
"Q923E4"," 737"
"Q8R0I0"," 805"
"Q3USJ8"," 740"
"Q8BUP8"," 424"
"Q8VHB5"," 437"
"Q3UZ09"," 482"
"Q3V0C5","1052"
"Q3V460"," 107"
"Q9Z1S8"," 665"
"Q61390"," 531"
"Q9DCF9"," 185"
"Q9D0T2"," 339"
"Q9DCC8"," 145"
"Q8VCN6"," 175"
"Q505K2","1081"
"Q9QUK3"," 288"
"Q9WVD5"," 301"
"Q9JMH7"," 418"
"Q8BHE4"," 574"
"Q9CR47"," 260"
"Q5NCQ5"," 438"
"Q5SPW0"," 977"
"Q5SSM3"," 814"
"P53808"," 214"
"Q5SVP2"," 844"
"Q60760"," 621"
"Q60929"," 498"
"Q60945"," 107"
"Q61091"," 685"
"Q61419"," 577"
"Q61666","1015"
"Q64267"," 272"
"Q64337-2",NA
"Q64374"," 299"
"Q68FE8"," 974"
"P51954","1203"
"Q69ZF3"," 918"
"Q69ZP3"," 385"
"Q69ZQ1"," 716"
"Q6GQT5"," 468"
"Q9CPR8"," 279"
"Q6NVC3"," 415"
"Q6NXL5"," 833"
"Q6NZR2"," 559"
"Q923X4"," 156"
"Q6P1H1"," 242"
"Q6P6I6"," 366"
"Q6PAL8","1287"
"Q6PCM1","1323"
"Q6PCM2"," 883"
