wt_1_t24	wt_2_t24	wt_3_t24	wt_4_t24	wt_1_t36	wt_2_t36	wt_3_t36	wt_4_t36	ko_1_t24	ko_2_t24	ko_3_t24	ko_4_t24	ko_1_t36	ko_2_t36	ko_3_t36	ko_4_t36	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
731430	623060	744580	658510	904650	768680	748000	667000	1037600	1182800	1021700	990720	936710	1166000	1021400	843420	30	29	29	71.2	71.2	71.2	35.915	0	323.31	78	P97429	P97429	Annexin A4	Anxa4	sp|P97429|ANXA4_MOUSE Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	3.3	3.3	3.3	109.96	0.00031827	5.5294	2	P97432	P97432	Next to BRCA1 gene 1 protein	Nbr1	sp|P97432|NBR1_MOUSE Next to BRCA1 gene 1 protein OS=Mus musculus OX=10090 GN=Nbr1 PE=1 SV=1
2633400	2295600	2394100	1970800	3187200	2730100	2322200	1842500	3013800	2544700	2732300	2103700	2677200	2557300	2695200	1736600	79	79	3	73.7	73.7	2.4	116.41	0	323.31	259	P97434;P97434-2;P97434-5;P97434-4	P97434;P97434-2;P97434-5;P97434-4	Myosin phosphatase Rho-interacting protein	Mprip	sp|P97434|MPRIP_MOUSE Myosin phosphatase Rho-interacting protein OS=Mus musculus OX=10090 GN=Mprip PE=1 SV=2;sp|P97434-2|MPRIP_MOUSE Isoform 2 of Myosin phosphatase Rho-interacting protein OS=Mus musculus OX=10090 GN=Mprip;sp|P97434-5|MPRIP_MOUSE Isoform 5
1203600	763690	4453000	2013800	1573800	1033500	3941600	1825500	3627200	3066600	1808600	2192300	3014800	3082300	1733100	2058300	32	32	13	77.9	77.9	36.4	31.888	0	323.31	270	P97447	P97447	Four and a half LIM domains protein 1	Fhl1	sp|P97447|FHL1_MOUSE Four and a half LIM domains protein 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=3
20559	12354	55289	32349	25099	18846	48174	29268	52975	45689	25572	29503	42389	39207	22131	24807	20	1	1	70.1	10.3	10.3	22.011	0	17.473	2	P97447-2	P97447-2	Four and a half LIM domains protein 1	Fhl1	sp|P97447-2|FHL1_MOUSE Isoform 2 of Four and a half LIM domains protein 1 OS=Mus musculus OX=10090 GN=Fhl1
72672	68676	52573	41345	89129	81447	44015	40790	53413	47539	50214	38195	45663	48128	50163	34286	5	5	5	6.7	6.7	6.7	109.65	0	14.691	5	P97449	P97449	Aminopeptidase N	Anpep	sp|P97449|AMPN_MOUSE Aminopeptidase N OS=Mus musculus OX=10090 GN=Anpep PE=1 SV=4
650350	587840	775020	659820	780860	671830	717910	615520	909620	875800	799080	692580	789200	859770	763740	574040	10	10	10	63.9	63.9	63.9	12.496	0	200.66	39	P97450	P97450	ATP synthase-coupling factor 6, mitochondrial	Atp5j	sp|P97450|ATP5J_MOUSE ATP synthase-coupling factor 6, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pf PE=1 SV=1
113940	103190	140500	152680	143670	126710	139890	152460	170960	152400	158140	134010	139700	140350	146390	105290	18	18	18	34.2	34.2	34.2	82.545	0	163.03	25	P97452	P97452	Ribosome biogenesis protein BOP1	Bop1	sp|P97452|BOP1_MOUSE Ribosome biogenesis protein BOP1 OS=Mus musculus OX=10090 GN=Bop1 PE=1 SV=1
21579	20812	23024	21948	24515	20716	21202	23359	26508	31288	24817	25655	22408	30692	24864	23324	7	6	2	14.4	12.5	4.5	52.172	0	15.364	6	P97454	P97454	Mothers against decapentaplegic homolog 5	Smad5	sp|P97454|SMAD5_MOUSE Mothers against decapentaplegic homolog 5 OS=Mus musculus OX=10090 GN=Smad5 PE=1 SV=2
529420	438970	547030	526030	599700	484390	516730	523920	614670	597300	562630	546270	482280	571680	552200	445900	12	12	12	43.6	43.6	43.6	22.889	0	323.31	53	P97461	P97461	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	Rps5	sp|P97461|RS5_MOUSE 40S ribosomal protein S5 OS=Mus musculus OX=10090 GN=Rps5 PE=1 SV=3
19042	17065	21897	21365	24428	19980	22354	19913	24124	24499	20781	18803	21631	24957	17511	18538	3	3	3	3.5	3.5	3.5	86.307	0.0021736	3.0239	4	P97464;Q9JKV7	P97464	Exostosin-1	Ext1	sp|P97464|EXT1_MOUSE Exostosin-1 OS=Mus musculus OX=10090 GN=Ext1 PE=1 SV=1
138940	118550	135280	133880	172300	146980	130230	127920	160330	132010	135630	110170	137640	131330	135980	93814	13	13	13	41.1	41.1	41.1	52.451	0	105.61	21	P97465	P97465	Docking protein 1	Dok1	sp|P97465|DOK1_MOUSE Docking protein 1 OS=Mus musculus OX=10090 GN=Dok1 PE=1 SV=2
67477	57778	48731	35268	80383	77717	44706	32293	51722	52603	45210	41756	48251	49694	44199	33935	10	10	10	13.3	13.3	13.3	108.96	0	24.226	14	P97467	P97467	Peptidyl-glycine alpha-amidating monooxygenase;Peptidylglycine alpha-hydroxylating monooxygenase;Peptidyl-alpha-hydroxyglycine alpha-amidating lyase	Pam	sp|P97467|AMD_MOUSE Peptidyl-glycine alpha-amidating monooxygenase OS=Mus musculus OX=10090 GN=Pam PE=1 SV=2
80310	65712	89442	91135	95887	84057	88696	93905	106260	110680	98330	102060	95149	107980	93209	79388	12	10	9	48.5	43.6	43.6	35.08	0	91.741	15	P97470	P97470	Serine/threonine-protein phosphatase 4 catalytic subunit	Ppp4c	sp|P97470|PP4C_MOUSE Serine/threonine-protein phosphatase 4 catalytic subunit OS=Mus musculus OX=10090 GN=Ppp4c PE=1 SV=2
83393	69323	96514	90025	99536	83400	101980	85732	109830	128320	109950	105470	99108	126230	110190	93112	11	11	11	20.1	20.1	20.1	60.341	0	33.829	16	P97471	P97471	Mothers against decapentaplegic homolog 4	Smad4	sp|P97471|SMAD4_MOUSE Mothers against decapentaplegic homolog 4 OS=Mus musculus OX=10090 GN=Smad4 PE=1 SV=2
13636	12362	17153	14236	17177	15199	16577	14535	19234	15613	17255	13647	16127	15018	14765	13697	4	4	4	11.5	11.5	11.5	38.842	0	9.5558	5	P97473	P97473	RISC-loading complex subunit TARBP2	Tarbp2	sp|P97473|TRBP2_MOUSE RISC-loading complex subunit TARBP2 OS=Mus musculus OX=10090 GN=Tarbp2 PE=1 SV=2
21355	18318	25273	24766	25242	21337	25942	23330	29633	34024	28285	26086	26278	31844	26482	25248	2	2	2	9.2	9.2	9.2	24.041	0	9.9386	3	P97478	P97478	5-demethoxyubiquinone hydroxylase, mitochondrial	Coq7	sp|P97478|COQ7_MOUSE 5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=3
119520	98194	156910	135660	142190	121860	145850	131200	166080	150430	128420	128070	146570	159950	118470	116790	27	27	27	14	14	14	254.94	0	104.78	30	P97479;P97479-2;Q99MZ6	P97479;P97479-2	Unconventional myosin-VIIa	Myo7a	sp|P97479|MYO7A_MOUSE Unconventional myosin-VIIa OS=Mus musculus OX=10090 GN=Myo7a PE=1 SV=2;sp|P97479-2|MYO7A_MOUSE Isoform 2 of Unconventional myosin-VIIa OS=Mus musculus OX=10090 GN=Myo7a
165390	140880	292190	226010	203450	153830	262720	191560	271040	233610	186400	196980	225750	229810	163080	137160	3	3	3	25.9	25.9	25.9	18.255	0	92.95	8	P97493	P97493	Thioredoxin, mitochondrial	Txn2	sp|P97493|THIOM_MOUSE Thioredoxin, mitochondrial OS=Mus musculus OX=10090 GN=Txn2 PE=1 SV=1
754770	668160	477000	346850	912260	778130	436620	329130	495810	366600	468430	308950	426510	354190	444940	240310	26	26	26	50.9	50.9	50.9	72.571	0	323.31	49	P97494	P97494	Glutamate--cysteine ligase catalytic subunit	Gclc	sp|P97494|GSH1_MOUSE Glutamate--cysteine ligase catalytic subunit OS=Mus musculus OX=10090 GN=Gclc PE=1 SV=4
34013	35486	48469	59328	44186	36931	49485	59178	57550	56364	56562	50797	49752	55076	52348	37734	21	13	13	21.9	15.7	15.7	120.09	0	70.433	19	P97496-2;P97496	P97496-2;P97496	SWI/SNF complex subunit SMARCC1	Smarcc1	sp|P97496-2|SMRC1_MOUSE Isoform 2 of SWI/SNF complex subunit SMARCC1 OS=Mus musculus OX=10090 GN=Smarcc1;sp|P97496|SMRC1_MOUSE SWI/SNF complex subunit SMARCC1 OS=Mus musculus OX=10090 GN=Smarcc1 PE=1 SV=2
40279	32768	46578	37443	49988	40589	46087	33722	46223	47997	38328	39534	43517	50076	32542	35391	12	12	12	6.2	6.2	6.2	291.46	0	46.934	14	P97499	P97499	Telomerase protein component 1	Tep1	sp|P97499|TEP1_MOUSE Telomerase protein component 1 OS=Mus musculus OX=10090 GN=Tep1 PE=1 SV=1
885210	805600	161680	150330	1069400	948430	145970	129090	148570	147830	128360	132350	138250	148880	115520	111190	22	22	22	30.9	30.9	30.9	75	0	104.53	35	P97504	P97504	Cytoplasmic tyrosine-protein kinase BMX	Bmx	sp|P97504|BMX_MOUSE Cytoplasmic tyrosine-protein kinase BMX OS=Mus musculus OX=10090 GN=Bmx PE=2 SV=1
383760	308130	466340	366380	460440	369900	446360	336940	624870	573250	596640	516550	542810	550400	543590	377660	22	22	22	35.3	35.3	35.3	88.25	0	276.15	35	P97742;Q924X2	P97742	Carnitine O-palmitoyltransferase 1, liver isoform	Cpt1a	sp|P97742|CPT1A_MOUSE Carnitine O-palmitoyltransferase 1, liver isoform OS=Mus musculus OX=10090 GN=Cpt1a PE=1 SV=4
66198	58512	88145	85294	82555	70226	80851	83420	104210	107380	105840	90240	96965	100340	97724	70497	8	8	8	41.1	41.1	41.1	31.443	0	59.451	13	P97760	P97760	DNA-directed RNA polymerase II subunit RPB3	Polr2c	sp|P97760|RPB3_MOUSE DNA-directed RNA polymerase II subunit RPB3 OS=Mus musculus OX=10090 GN=Polr2c PE=1 SV=2
12755	7843	12887	11950	12024	11920	14008	11152	15385	14725	13094	8819	13575	13701	13002	12721	2	2	2	8.5	8.5	8.5	25.261	0.00030404	4.1302	2	P97762	P97762	Retinitis pigmentosa 9 protein homolog	rp9	sp|P97762|RP9_MOUSE Retinitis pigmentosa 9 protein homolog OS=Mus musculus OX=10090 GN=rp9 PE=1 SV=1
139420	131370	116040	98577	155360	145330	107250	96422	143790	132010	130240	120760	133560	123650	127270	88849	6	6	6	26.8	26.8	26.8	28.032	0	22.412	8	P97765;P97765-2	P97765;P97765-2	WW domain-binding protein 2	Wbp2	sp|P97765|WBP2_MOUSE WW domain-binding protein 2 OS=Mus musculus OX=10090 GN=Wbp2 PE=1 SV=1;sp|P97765-2|WBP2_MOUSE Isoform 2 of WW domain-binding protein 2 OS=Mus musculus OX=10090 GN=Wbp2
29160	24214	32363	30989	35083	29599	30218	29110	34839	30189	34252	28047	33187	30116	33617	19214	6	6	6	14.3	14.3	14.3	56.431	0	18.878	7	P97770;P97770-2;P97770-3	P97770;P97770-2;P97770-3	THUMP domain-containing protein 3	Thumpd3	sp|P97770|THUM3_MOUSE THUMP domain-containing protein 3 OS=Mus musculus OX=10090 GN=Thumpd3 PE=1 SV=1;sp|P97770-2|THUM3_MOUSE Isoform 2 of THUMP domain-containing protein 3 OS=Mus musculus OX=10090 GN=Thumpd3;sp|P97770-3|THUM3_MOUSE Isoform 3 of THUMP doma
46141	38113	49853	50116	53935	47642	51369	51047	63014	62668	56041	60771	55069	60879	57652	40573	2	2	2	0.9	0.9	0.9	101.71	0.004217	2.3896	3	P97772-2;P97772	P97772-2;P97772	Metabotropic glutamate receptor 1	Grm1	sp|P97772-2|GRM1_MOUSE Isoform 2 of Metabotropic glutamate receptor 1 OS=Mus musculus OX=10090 GN=Grm1;sp|P97772|GRM1_MOUSE Metabotropic glutamate receptor 1 OS=Mus musculus OX=10090 GN=Grm1 PE=1 SV=2
168960	144400	187950	165660	197090	161530	179490	152690	195900	206290	167350	175720	172020	195690	162010	141760	18	18	18	14.1	14.1	14.1	191.41	0	98.005	24	P97789-3;P97789-2;P97789	P97789-3;P97789-2;P97789	5-3 exoribonuclease 1	Xrn1	sp|P97789-3|XRN1_MOUSE Isoform 3 of 5-3 exoribonuclease 1 OS=Mus musculus OX=10090 GN=Xrn1;sp|P97789-2|XRN1_MOUSE Isoform 2 of 5-3 exoribonuclease 1 OS=Mus musculus OX=10090 GN=Xrn1;sp|P97789|XRN1_MOUSE 5-3 exoribonuclease 1 OS=Mus musculus OX=10090
22532	21553	29373	43839	29905	24524	37086	45438	88358	36532	107930	31026	77997	34939	105440	24679	7	7	7	22.7	22.7	22.7	39.947	0	25.539	9	P97792;P97792-2;P97792-3	P97792;P97792-2	Coxsackievirus and adenovirus receptor homolog	Cxadr	sp|P97792|CXAR_MOUSE Coxsackievirus and adenovirus receptor homolog OS=Mus musculus OX=10090 GN=Cxadr PE=1 SV=1;sp|P97792-2|CXAR_MOUSE Isoform 2 of Coxsackievirus and adenovirus receptor homolog OS=Mus musculus OX=10090 GN=Cxadr
18276	14448	26799	13670	23439	19147	24474	12674	20366	29879	20556	23909	18542	27734	19263	18558	6	6	6	20	20	20	55.986	0	45.571	10	P97797-2;P97797;P97797-4;P97797-3	P97797-2;P97797;P97797-4;P97797-3	Tyrosine-protein phosphatase non-receptor type substrate 1	Sirpa	sp|P97797-2|SHPS1_MOUSE Isoform 2 of Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Mus musculus OX=10090 GN=Sirpa;sp|P97797|SHPS1_MOUSE Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Mus musculus OX=10090 GN=Sirpa PE=1 SV=2;s
56175	49538	56443	51814	66603	58180	53181	49716	77059	64507	80406	56331	69036	60072	80719	41218	11	11	11	11.2	11.2	11.2	157.42	0	100.37	13	P97798-5;P97798-2;P97798-3;P97798-4;P97798	P97798-5;P97798-2;P97798-3;P97798-4;P97798	Neogenin	Neo1	sp|P97798-5|NEO1_MOUSE Isoform 5 of Neogenin OS=Mus musculus OX=10090 GN=Neo1;sp|P97798-2|NEO1_MOUSE Isoform 2 of Neogenin OS=Mus musculus OX=10090 GN=Neo1;sp|P97798-3|NEO1_MOUSE Isoform 3 of Neogenin OS=Mus musculus OX=10090 GN=Neo1;sp|P97798-4|NEO1_MOUSE
17721	11796	21538	22492	18844	14664	23408	21385	31068	23345	24292	19790	25344	23149	23666	15034	3	3	3	19.8	19.8	19.8	31.254	0	20.209	4	P97801	P97801	Survival motor neuron protein	Smn1	sp|P97801|SMN_MOUSE Survival motor neuron protein OS=Mus musculus OX=10090 GN=Smn1 PE=1 SV=1
767130	668380	1061100	965980	963620	832070	1023400	871160	1260000	1168100	1175700	999590	1054900	1110100	1086100	770960	25	25	25	63.4	63.4	63.4	50.052	0	323.31	90	P97807-2;P97807	P97807-2;P97807	Fumarate hydratase, mitochondrial	Fh	sp|P97807-2|FUMH_MOUSE Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh;sp|P97807|FUMH_MOUSE Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3
19096	16157	21662	20908	21674	20642	21522	20300	33532	36939	26318	28211	26009	33722	24476	24044	5	5	5	6	6	6	106.17	0	14.881	5	P97813	P97813	Phospholipase D2	Pld2	sp|P97813|PLD2_MOUSE Phospholipase D2 OS=Mus musculus OX=10090 GN=Pld2 PE=1 SV=2
15966	13426	31914	25950	19452	15889	29177	27579	19386	16102	12580	11113	17566	14507	12767	9061.099609375	5	5	5	17.1	17.1	17.1	47.59	0	96.068	5	P97814	P97814	Proline-serine-threonine phosphatase-interacting protein 1	Pstpip1	sp|P97814|PPIP1_MOUSE Proline-serine-threonine phosphatase-interacting protein 1 OS=Mus musculus OX=10090 GN=Pstpip1 PE=1 SV=1
30675	23912	45153	42818	38076	29843	40066	36642	53166	40600	33919	31714	42239	40559	30475	26105	6	6	6	16.7	16.7	16.7	52.09	0	19.155	9	P97817	P97817	Cerebellar degeneration-related protein 2	Cdr2	sp|P97817|CDR2_MOUSE Cerebellar degeneration-related protein 2 OS=Mus musculus OX=10090 GN=Cdr2 PE=1 SV=2
16269	13856	15951	12925	19399	17225	16033	12855	18578	13942	15346	13213	15645	15635	15401	10365	8	8	8	17	17	17	83.701	0	42.854	10	P97819-2;P97819	P97819-2;P97819	85/88 kDa calcium-independent phospholipase A2	Pla2g6	sp|P97819-2|PLPL9_MOUSE Isoform Short of 85/88 kDa calcium-independent phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g6;sp|P97819|PLPL9_MOUSE 85/88 kDa calcium-independent phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g6 PE=1 SV=3
475790	407780	411360	386330	546760	477060	399030	380730	548150	401500	534030	315550	487680	398080	525280	276150	36	36	22	31.3	31.3	22.1	140.6	0	255.28	61	P97820	P97820	Mitogen-activated protein kinase kinase kinase kinase 4	Map4k4	sp|P97820|M4K4_MOUSE Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1
101030	90728	79881	93611	125210	109450	78228	90678	100880	104660	90141	83346	83574	111700	87735	85243	7	7	7	22.3	22.3	22.3	52.376	0	61.502	12	P97821	P97821	Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain	Ctsc	sp|P97821|CATC_MOUSE Dipeptidyl peptidase 1 OS=Mus musculus OX=10090 GN=Ctsc PE=1 SV=1
151910	131980	214210	248320	188590	160900	209500	232100	284550	309800	266270	266530	241330	281560	251230	194870	5	5	5	24.6	24.6	24.6	28.245	0	96.421	15	P97822-2;P97822	P97822-2;P97822	Acidic leucine-rich nuclear phosphoprotein 32 family member E	Anp32e	sp|P97822-2|AN32E_MOUSE Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Mus musculus OX=10090 GN=Anp32e;sp|P97822|AN32E_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Mus musculus OX=10090 GN=Anp32e PE=
350790	311460	428430	361290	445400	393590	408970	326720	476210	447890	437320	363170	417100	435500	442630	309780	7	7	7	47.4	47.4	47.4	24.687	0	208.68	23	P97823;P97823-2	P97823;P97823-2	Acyl-protein thioesterase 1	Lypla1	sp|P97823|LYPA1_MOUSE Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1;sp|P97823-2|LYPA1_MOUSE Isoform 2 of Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1
115140	98113	152510	151160	134090	116510	141790	131510	145620	148860	138760	120560	124460	134960	136280	95337	5	5	5	42.2	42.2	42.2	16.08	0	65.543	20	P97825	P97825	Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed	Hn1	sp|P97825|JUPI1_MOUSE Jupiter microtubule associated homolog 1 OS=Mus musculus OX=10090 GN=Jpt1 PE=1 SV=3
658240	561760	745470	753240	796410	674770	734160	703490	860310	816170	832690	691700	744050	775340	788820	549110	17	17	15	41.3	41.3	38.5	51.828	0	302	73	P97855	P97855	Ras GTPase-activating protein-binding protein 1	G3bp1	sp|P97855|G3BP1_MOUSE Ras GTPase-activating protein-binding protein 1 OS=Mus musculus OX=10090 GN=G3bp1 PE=1 SV=1
73454	60277	61509	41472	84484	72798	59721	40814	72569	143250	66700	129150	64352	134720	68660	101230	14	14	14	24.2	24.2	24.2	105.8	0	87.544	20	P97857;P59384	P97857	A disintegrin and metalloproteinase with thrombospondin motifs 1	Adamts1	sp|P97857|ATS1_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Mus musculus OX=10090 GN=Adamts1 PE=1 SV=4
60428	47851	48357	47194	75155	60600	45902	48536	104200	99527	106320	87971	91428	96127	103250	69390	6	6	6	15.8	15.8	15.8	63.506	0	28.08	8	P97863;P97863-3;P97863-2	P97863;P97863-3;P97863-2	Nuclear factor 1 B-type	Nfib	sp|P97863|NFIB_MOUSE Nuclear factor 1 B-type OS=Mus musculus OX=10090 GN=Nfib PE=1 SV=2;sp|P97863-3|NFIB_MOUSE Isoform 3 of Nuclear factor 1 B-type OS=Mus musculus OX=10090 GN=Nfib;sp|P97863-2|NFIB_MOUSE Isoform 2 of Nuclear factor 1 B-type OS=Mus musculus
35939	27458	42699	47087	42082	35168	42694	46275	52758	44948	46945	38765	43823	42117	47137	28279	5	5	5	20.8	20.8	20.8	34.06	0	20.212	8	P97864	P97864	Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11	Casp7	sp|P97864|CASP7_MOUSE Caspase-7 OS=Mus musculus OX=10090 GN=Casp7 PE=1 SV=2
15354	11497	17938	14914	17187	14845	15016	15756	19587	18823	17758	13742	18387	18114	16082	11264	3	3	3	11.9	11.9	11.9	35.502	0	16.304	4	P97865	P97865	Peroxisomal targeting signal 2 receptor	Pex7	sp|P97865|PEX7_MOUSE Peroxisomal targeting signal 2 receptor OS=Mus musculus OX=10090 GN=Pex7 PE=1 SV=1
126700	103970	156140	158130	142250	122070	152980	158870	191850	188430	196440	158590	166320	179890	191820	126690	21	21	21	14.2	14.2	14.2	199.59	0	51.564	26	P97868;P97868-2;P97868-3	P97868;P97868-2	E3 ubiquitin-protein ligase RBBP6	Rbbp6	sp|P97868|RBBP6_MOUSE E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus OX=10090 GN=Rbbp6 PE=1 SV=5;sp|P97868-2|RBBP6_MOUSE Isoform 2 of E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus OX=10090 GN=Rbbp6
147760	123210	215850	216810	189400	151840	225340	234930	298720	462270	239680	406020	269930	532860	241040	382920	19	18	18	49.4	48.1	48.1	66.506	0	253.68	51	P97873	P97873	Lysyl oxidase homolog 1	Loxl1	sp|P97873|LOXL1_MOUSE Lysyl oxidase homolog 1 OS=Mus musculus OX=10090 GN=Loxl1 PE=2 SV=3
40399	37945	20221	16557	52058	48151	18166	17089	22796	37896	21928	34466	22269	44209	23139	32425	9	9	9	6.2	6.2	6.2	201.82	0	61.874	9	P97927	P97927	Laminin subunit alpha-4	Lama4	sp|P97927|LAMA4_MOUSE Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2
115310	102400	165800	173400	137900	124740	162790	163090	219790	177920	224780	150310	181160	170640	217030	124840	14	14	14	58.5	58.5	58.5	23.914	0	53.891	21	P97930;P97930-2	P97930	Thymidylate kinase	Dtymk	sp|P97930|KTHY_MOUSE Thymidylate kinase OS=Mus musculus OX=10090 GN=Dtymk PE=1 SV=2
155620	134670	175930	100300	211680	182360	167580	101300	395090	477290	467820	411760	383820	433390	491520	319660	13	13	13	42.2	42.2	42.2	40.908	0	213.05	20	P97946	P97946	Vascular endothelial growth factor D	Figf	sp|P97946|VEGFD_MOUSE Vascular endothelial growth factor D OS=Mus musculus OX=10090 GN=Vegfd PE=2 SV=1
81044	66088	95483	85533	87160	76907	90057	85046	96685	118100	78412	95584	82840	119540	77728	90530	18	18	17	22.7	22.7	21.4	111.67	0	52.454	22	P98063;Q9WVM6	P98063	Bone morphogenetic protein 1	Bmp1	sp|P98063|BMP1_MOUSE Bone morphogenetic protein 1 OS=Mus musculus OX=10090 GN=Bmp1 PE=1 SV=2
1768.40002441406	1169.40002441406	5246.2001953125	3544.5	2283.69995117188	1202.19995117188	4046.19995117188	4562.7001953125	5824.2001953125	3577.69995117188	1990.30004882813	2995.60009765625	3594.60009765625	4932.5	1984	4140.10009765625	2	2	2	2.2	2.2	2.2	82.445	0.0098711	1.8984	3	P98064-2;P98064	P98064-2;P98064	Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain	Masp1	sp|P98064-2|MASP1_MOUSE Isoform 2 of Mannan-binding lectin serine protease 1 OS=Mus musculus OX=10090 GN=Masp1;sp|P98064|MASP1_MOUSE Mannan-binding lectin serine protease 1 OS=Mus musculus OX=10090 GN=Masp1 PE=1 SV=2
177580	147760	206590	215000	228310	198320	217470	206310	296440	225670	317720	191570	262990	219880	294590	153050	22	22	22	39.2	39.2	39.2	82.311	0	213.98	39	P98078;P98078-2;P98078-3	P98078;P98078-2;P98078-3	Disabled homolog 2	Dab2	sp|P98078|DAB2_MOUSE Disabled homolog 2 OS=Mus musculus OX=10090 GN=Dab2 PE=1 SV=2;sp|P98078-2|DAB2_MOUSE Isoform p93 of Disabled homolog 2 OS=Mus musculus OX=10090 GN=Dab2;sp|P98078-3|DAB2_MOUSE Isoform p67 of Disabled homolog 2 OS=Mus musculus OX=10090 G
133500	116580	107620	114000	158780	134950	107200	104910	135340	137070	121910	112160	116110	130180	121430	89164	16	16	16	38.7	38.7	38.7	62.607	0	90.255	21	P98083;P98083-2;P98083-3;Q61120;Q8BMC3	P98083;P98083-2;P98083-3	SHC-transforming protein 1	Shc1	sp|P98083|SHC1_MOUSE SHC-transforming protein 1 OS=Mus musculus OX=10090 GN=Shc1 PE=1 SV=3;sp|P98083-2|SHC1_MOUSE Isoform p52Shc of SHC-transforming protein 1 OS=Mus musculus OX=10090 GN=Shc1;sp|P98083-3|SHC1_MOUSE Isoform p47Shc of SHC-transforming protei
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.2	2.2	2.2	60.696	0.0035366	2.5048	1	P98154	P98154	Integral membrane protein DGCR2/IDD	Dgcr2	sp|P98154|IDD_MOUSE Integral membrane protein DGCR2/IDD OS=Mus musculus OX=10090 GN=Dgcr2 PE=2 SV=1
18738	14470	46357	23921	25230	18954	41675	21705	44501	27872	35892	23534	39138	30301	34976	18944	10	10	10	16.2	16.2	16.2	96.372	0	36.829	12	P98156	P98156	Very low-density lipoprotein receptor	Vldlr	sp|P98156|VLDLR_MOUSE Very low-density lipoprotein receptor OS=Mus musculus OX=10090 GN=Vldlr PE=1 SV=1
67960	55002	80891	75159	84203	69051	76831	70003	79433	68765	69803	64948	68120	70114	63221	45347	6	6	6	11.1	11.1	11.1	76.869	0	19.368	6	P98192	P98192	Dihydroxyacetone phosphate acyltransferase	Gnpat	sp|P98192|GNPAT_MOUSE Dihydroxyacetone phosphate acyltransferase OS=Mus musculus OX=10090 GN=Gnpat PE=1 SV=1
49480	46862	60119	45453	60335	55698	54838	42713	64229	63609	50203	49533	52795	60308	47337	46217	11	11	11	12	12	12	127.91	0	77.994	13	P98195-2;P98195	P98195-2;P98195	Probable phospholipid-transporting ATPase IIB	Atp9b	sp|P98195-2|ATP9B_MOUSE Isoform 2 of Probable phospholipid-transporting ATPase IIB OS=Mus musculus OX=10090 GN=Atp9b;sp|P98195|ATP9B_MOUSE Probable phospholipid-transporting ATPase IIB OS=Mus musculus OX=10090 GN=Atp9b PE=1 SV=4
