Entry	Status	Protein names	Gene names	Length
Q9CYH6	reviewed	Ribosome biogenesis regulatory protein homolog	Rrs1 Rrr MNCb-2643	365
Q91WM3	reviewed	U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K)	Rrp9 Rnu3ip2 U3-55k	475
Q9DB85	reviewed	Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1 homolog)	Rrp8	457
Q9D1C9	reviewed	Ribosomal RNA-processing protein 7 homolog A (Gastric cancer antigen Zg14 homolog)	Rrp7a	280
Q3UFY0	reviewed	Ribosomal RNA processing protein 36 homolog	Rrp36	244
Q91YK2	reviewed	Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B)	Rrp1b	724
Q9CYX7	reviewed	RRP15-like protein (Ribosomal RNA-processing protein 15)	Rrp15	281
Q6P5B0	reviewed	RRP12-like protein	Rrp12 Kiaa0690	1295
P56183	reviewed	Ribosomal RNA processing protein 1 homolog A (Novel nuclear protein 1) (NNP-1) (Nucleolar protein Nop52) (RRP1-like protein)	Rrp1 Nnp1	494
Q8BZG5	reviewed	Protein RRNAD1	Rrnad1	475
B2RS91	reviewed	RNA polymerase I-specific transcription initiation factor RRN3	Rrn3	656
Q6PEE3	reviewed	Ribonucleoside-diphosphate reductase subunit M2 B (EC 1.17.4.1) (TP53-inducible ribonucleotide reductase M2 B) (p53-inducible ribonucleotide reductase small subunit 2-like protein) (p53R2)	Rrm2b P53r2	351
P11157	reviewed	Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit)	Rrm2	390
P07742	reviewed	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)	Rrm1	792
O35214	reviewed	Visual pigment-like receptor peropsin	Rrh	337
Q3UH06	reviewed	Ras-responsive element-binding protein 1 (RREB-1) (RAS-responsive zinc finger transcription factor RREB)	Rreb1	1700
Q99PL5	reviewed	Ribosome-binding protein 1 (Ribosome receptor protein) (RRp) (mRRp)	Rrbp1	1605
P62071	reviewed	Ras-related protein R-Ras2 (EC 3.6.5.-)	Rras2	204
P10833	reviewed	Ras-related protein R-Ras (EC 3.6.5.-) (p23)	Rras	218
Q7TT45	reviewed	Ras-related GTP-binding protein D (Rag D) (RagD) (EC 3.6.5.-)	Rragd Ragd	449
Q99K70	reviewed	Ras-related GTP-binding protein C (Rag C) (RagC) (EC 3.6.5.-) (GTPase-interacting protein 2) (TIB929)	Rragc	398
Q6NTA4	reviewed	Ras-related GTP-binding protein B (Rag B) (RagB) (EC 3.6.5.-)	Rragb	374
Q80X95	reviewed	Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-)	Rraga	313
O88667	reviewed	GTP-binding protein RAD	Rrad	308
Q9CWX4	reviewed	Mitochondrial RNA pseudouridine synthase Rpusd4 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 4)	Rpusd4	377
Q14AI6	reviewed	Mitochondrial mRNA pseudouridine synthase Rpusd3 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 3)	Rpusd3	344
Q149F1	reviewed	RNA pseudouridylate synthase domain-containing protein 2	Rpusd2	553
Q8VCZ8	reviewed	RNA pseudouridylate synthase domain-containing protein 1 (Ribosomal large subunit pseudouridine synthase C-like protein)	Rpusd1 Rlucl	306
Q8K4Q0	reviewed	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	Rptor Raptor	1335
P97347	reviewed	Repetin	Rptn	1118
P14206	reviewed	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP)	Rpsa Lamr1 P40-8	295
Q6ZWN5	reviewed	40S ribosomal protein S9	Rps9	194
P62242	reviewed	40S ribosomal protein S8	Rps8	208
P62082	reviewed	40S ribosomal protein S7	Rps7	194
Q8R2S1	reviewed	Ribosomal protein S6 kinase-like 1 (EC 2.7.11.1)	Rps6kl1	544
Q8BLK9	reviewed	Ribosomal protein S6 kinase delta-1 (S6K-delta-1) (EC 2.7.11.1) (52 kDa ribosomal protein S6 kinase)	Rps6kc1	1056
Q9Z1M4	reviewed	Ribosomal protein S6 kinase beta-2 (S6K-beta-2) (S6K2) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 2) (p70 ribosomal S6 kinase beta) (p70 S6 kinase beta) (p70 S6K-beta) (p70 S6KB)	Rps6kb2	485
Q8BSK8	reviewed	Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1) (Ribosomal protein S6 kinase I) (S6K) (p70 ribosomal S6 kinase alpha) (p70 S6 kinase alpha) (p70 S6K-alpha) (p70 S6KA)	Rps6kb1	525
Q7TPS0	reviewed	Ribosomal protein S6 kinase alpha-6 (S6K-alpha-6) (EC 2.7.11.1)	Rps6ka6	764
Q8C050	reviewed	Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RLSK)	Rps6ka5 Msk1	863
Q9Z2B9	reviewed	Ribosomal protein S6 kinase alpha-4 (S6K-alpha-4) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 4) (Nuclear mitogen- and stress-activated protein kinase 2) (RSK-like protein kinase) (RLSK)	Rps6ka4 Msk2	773
P18654	reviewed	Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)	Rps6ka3 Mapkapk1b Rps6ka-rs1 Rsk2	740
Q9WUT3	reviewed	Ribosomal protein S6 kinase alpha-2 (S6K-alpha-2) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 2) (p90-RSK 2) (p90RSK2) (MAP kinase-activated protein kinase 1c) (MAPK-activated protein kinase 1c) (MAPKAP kinase 1c) (MAPKAPK-1c) (Protein-tyrosine kinase Mpk-9) (Ribosomal S6 kinase 3) (RSK-3) (pp90RSK3)	Rps6ka2 Mapkapk1c Rsk3	733
P18653	reviewed	Ribosomal protein S6 kinase alpha-1 (S6K-alpha-1) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 1) (p90-RSK 1) (p90RSK1) (p90S6K) (MAP kinase-activated protein kinase 1a) (MAPK-activated protein kinase 1a) (MAPKAP kinase 1a) (MAPKAPK-1a) (Ribosomal S6 kinase 1) (RSK-1)	Rps6ka1 Mapkapk1a Rsk1	724
P62754	reviewed	40S ribosomal protein S6 (Phosphoprotein NP33)	Rps6	249
P97461	reviewed	40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]	Rps5	204
P62702	reviewed	40S ribosomal protein S4, X isoform	Rps4x Rps4	263
P97351	reviewed	40S ribosomal protein S3a (Protein TU-11)	Rps3a Rps3a1	264
P62908	reviewed	40S ribosomal protein S3 (EC 4.2.99.18)	Rps3	243
P62274	reviewed	40S ribosomal protein S29	Rps29	56
P62858	reviewed	40S ribosomal protein S28	Rps28	69
Q6ZWY3	reviewed	40S ribosomal protein S27-like	Rps27l	84
P62983	reviewed	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]	Rps27a Uba80 Ubcep1	156
Q6ZWU9	reviewed	40S ribosomal protein S27	Rps27	84
P62855	reviewed	40S ribosomal protein S26	Rps26	115
P62852	reviewed	40S ribosomal protein S25	Rps25	125
P62849	reviewed	40S ribosomal protein S24	Rps24	133
P62267	reviewed	40S ribosomal protein S23	Rps23	143
Q9CQR2	reviewed	40S ribosomal protein S21	Rps21	83
P60867	reviewed	40S ribosomal protein S20	Rps20	119
P25444	reviewed	40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3)	Rps2 Llrep3 Rps4	293
Q8C6B9	reviewed	Active regulator of SIRT1 (40S ribosomal protein S19-binding protein 1) (RPS19-binding protein 1) (S19BP)	Rps19bp1 Aros	143
Q9CZX8	reviewed	40S ribosomal protein S19	Rps19	145
P62270	reviewed	40S ribosomal protein S18 (Ke-3) (Ke3)	Rps18	152
P63276	reviewed	40S ribosomal protein S17	Rps17	135
P14131	reviewed	40S ribosomal protein S16	Rps16	146
P62245	reviewed	40S ribosomal protein S15a	Rps15a	130
P62843	reviewed	40S ribosomal protein S15 (RIG protein)	Rps15 Rig	145
P62264	reviewed	40S ribosomal protein S14	Rps14	151
P62301	reviewed	40S ribosomal protein S13	Rps13	151
P63323	reviewed	40S ribosomal protein S12	Rps12	132
P62281	reviewed	40S ribosomal protein S11	Rps11	158
P63325	reviewed	40S ribosomal protein S10	Rps10	165
Q3URD2	reviewed	Reprimo-like protein	Rprml	117
Q9JJ72	reviewed	Protein reprimo	Rprm	109
Q6NXI6	reviewed	Regulation of nuclear pre-mRNA domain-containing protein 2	Rprd2 Kiaa0460	1469
Q9CSU0	reviewed	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	Rprd1b Crept	326
Q8VDS4	reviewed	Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein)	Rprd1a Kiaa4077 P15rs	312
Q8R1F9	reviewed	Ribonuclease P protein subunit p40 (RNaseP protein p40) (EC 3.1.26.5)	Rpp40	363
Q80UU2	reviewed	Ribonuclease P protein subunit p38 (RNaseP protein p38) (EC 3.1.26.5)	Rpp38	280
O88796	reviewed	Ribonuclease P protein subunit p30 (RNaseP protein p30) (EC 3.1.26.5) (RNase P subunit 2)	Rpp30 Rnasep2	268
Q99JH1	reviewed	Ribonuclease P protein subunit p25-like protein (RNase P protein subunit-like p25) (Rpp25-like protein)	Rpp25l	163
Q91WE3	reviewed	Ribonuclease P protein subunit p25 (RNase P protein subunit p25) (EC 3.1.26.5)	Rpp25	199
Q8R040	reviewed	Ribonuclease P protein subunit p21 (RNaseP protein p21) (EC 3.1.26.5) (Ribonucleoprotein V)	Rpp21 Cat60	150
Q9CQH8	reviewed	Ribonuclease P protein subunit p14 (EC 3.1.26.5)	Rpp14	122
Q9DBG6	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)	Rpn2	631
Q91YQ5	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)	Rpn1	608
P99027	reviewed	60S acidic ribosomal protein P2	Rplp2	115
P47955	reviewed	60S acidic ribosomal protein P1	Rplp1	114
P14869	reviewed	60S acidic ribosomal protein P0 (60S ribosomal protein L10E)	Rplp0 Arbp	317
P51410	reviewed	60S ribosomal protein L9	Rpl9	192
P62918	reviewed	60S ribosomal protein L8	Rpl8	257
Q9D8M4	reviewed	60S ribosomal protein L7-like 1	Rpl7l1	246
P12970	reviewed	60S ribosomal protein L7a (Surfeit locus protein 3)	Rpl7a Surf-3 Surf3	266
P14148	reviewed	60S ribosomal protein L7	Rpl7	270
P47911	reviewed	60S ribosomal protein L6 (TAX-responsive enhancer element-binding protein 107) (TAXREB107)	Rpl6	296
P47962	reviewed	60S ribosomal protein L5	Rpl5	297
P62947	reviewed	60S ribosomal protein L41	Rpl41	25
Q9D8E6	reviewed	60S ribosomal protein L4	Rpl4	419
P62892	reviewed	60S ribosomal protein L39	Rpl39	51
Q9JJI8	reviewed	60S ribosomal protein L38	Rpl38	70
P61514	reviewed	60S ribosomal protein L37a	Rpl37a	92
Q9D823	reviewed	60S ribosomal protein L37	Rpl37	97
P83882	reviewed	60S ribosomal protein L36a (60S ribosomal protein L44)	Rpl36a Rpl44	106
P47964	reviewed	60S ribosomal protein L36	Rpl36	105
O55142	reviewed	60S ribosomal protein L35a	Rpl35a	110
Q6ZWV7	reviewed	60S ribosomal protein L35	Rpl35	123
Q9D1R9	reviewed	60S ribosomal protein L34	Rpl34	117
P17932	reviewed	Putative 60S ribosomal protein L32'	Rpl32-ps	135
P62911	reviewed	60S ribosomal protein L32	Rpl32	135
P62900	reviewed	60S ribosomal protein L31	Rpl31	125
P62889	reviewed	60S ribosomal protein L30	Rpl30	115
P27659	reviewed	60S ribosomal protein L3 (J1 protein)	Rpl3	403
P47915	reviewed	60S ribosomal protein L29	Rpl29 Rpl43	160
P41105	reviewed	60S ribosomal protein L28	Rpl28	137
P14115	reviewed	60S ribosomal protein L27a (L29)	Rpl27a	148
P61358	reviewed	60S ribosomal protein L27	Rpl27	136
P61255	reviewed	60S ribosomal protein L26 (Silica-induced gene 20 protein) (SIG-20)	Rpl26	145
Q8BP67	reviewed	60S ribosomal protein L24	Rpl24	157
P62751	reviewed	60S ribosomal protein L23a	Rpl23a	156
P62830	reviewed	60S ribosomal protein L23	Rpl23	140
Q9D7S7	reviewed	60S ribosomal protein L22-like 1	Rpl22l1	122
P67984	reviewed	60S ribosomal protein L22 (Heparin-binding protein HBp15)	Rpl22	128
O09167	reviewed	60S ribosomal protein L21	Rpl21	160
P84099	reviewed	60S ribosomal protein L19	Rpl19	196
P62717	reviewed	60S ribosomal protein L18a	Rpl18a	176
P35980	reviewed	60S ribosomal protein L18	Rpl18	188
Q9CPR4	reviewed	60S ribosomal protein L17	Rpl17	184
Q9CZM2	reviewed	60S ribosomal protein L15	Rpl15	204
Q9CR57	reviewed	60S ribosomal protein L14	Rpl14	217
P19253	reviewed	60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen)	Rpl13a P198 Tstap198-7	203
P47963	reviewed	60S ribosomal protein L13 (A52)	Rpl13	211
P35979	reviewed	60S ribosomal protein L12	Rpl12	165
Q9CXW4	reviewed	60S ribosomal protein L11	Rpl11	178
P86048	reviewed	60S ribosomal protein L10-like	Rpl10l	214
P53026	reviewed	60S ribosomal protein L10a (CSA-19) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6)	Rpl10a Nedd-6 Nedd6	217
Q6ZWV3	reviewed	60S ribosomal protein L10 (Protein QM homolog) (Ribosomal protein L10)	Rpl10 Qm	214
P47968	reviewed	Ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	Rpia Rpi	303
Q768S4	reviewed	Rab effector Noc2 (No C2 domains protein) (Rabphilin-3A-like protein)	Rph3al Gm1753 Noc2	302
P47708	reviewed	Rabphilin-3A (Exophilin-1)	Rph3a	681
Q8CG73	reviewed	Protein fantom (Nephrocystin-8) (RPGR-interacting protein 1-like protein) (RPGRIP1-like protein)	Rpgrip1l Ftm Nphp8	1264
Q9EPQ2	reviewed	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1)	Rpgrip1	1331
Q9R0X5	reviewed	X-linked retinitis pigmentosa GTPase regulator (mRpgr)	Rpgr	1001
Q9JJ80	reviewed	Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog)	Rpf2 Bxdc1 MNCb-4285	306
Q7TND5	reviewed	Ribosome production factor 1 (Brix domain-containing protein 5) (Ribosome biogenesis protein RPF1)	Rpf1 Bxdc5	349
Q91ZQ5	reviewed	Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl-palmitate hydrolase) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein) (Retinol isomerase)	Rpe65	533
Q8VEE0	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Ribulose-5-phosphate-epimerase)	Rpe	228
Q9D706	reviewed	RNA polymerase II-associated protein 3	Rpap3 D15Ertd682e	660
Q8VC34	reviewed	Putative RNA polymerase II subunit B1 CTD phosphatase Rpap2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2)	Rpap2	614
Q80TE0	reviewed	RNA polymerase II-associated protein 1	Rpap1 Kiaa1403	1409
Q9CWY9	reviewed	RPA-interacting protein	Rpain Rip	219
Q9CQ71	reviewed	Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3)	Rpa3	121
Q62193	reviewed	Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)	Rpa2 Rpa34	270
Q8VEE4	reviewed	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1)	Rpa1	623
P97762	reviewed	Retinitis pigmentosa 9 protein homolog (Pim-1-associated protein) (PAP-1)	rp9 Rp9h	213
Q9EPK2	reviewed	Protein XRP2	Rp2 Rp2h	347
Q8CGM2	reviewed	Retinitis pigmentosa 1-like 1 protein (Retinitis pigmentosa 1-like protein 1)	Rp1l1 Rp1hl1	1859
P56716	reviewed	Oxygen-regulated protein 1 (Retinitis pigmentosa RP1 protein homolog)	Rp1 Orp1 Rp1h	2095
Q78DX7	reviewed	Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)	Ros1 Ros Ros-1	2340
P51450	reviewed	Nuclear receptor ROR-gamma (Nuclear receptor RZR-gamma) (Nuclear receptor subfamily 1 group F member 3) (RAR-related orphan receptor C) (Retinoid-related orphan receptor-gamma) (Thymus orphan receptor) (TOR)	Rorc Nr1f3 Rorg Thor	516
Q8R1B8	reviewed	Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta)	Rorb Nr1f2	470
P51448	reviewed	Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha)	Rora Nr1f1 Rzra	523
Q9Z138	reviewed	Tyrosine-protein kinase transmembrane receptor ROR2 (mROR2) (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2)	Ror2	944
Q9Z139	reviewed	Inactive tyrosine-protein kinase transmembrane receptor ROR1 (mROR1) (Neurotrophic tyrosine kinase, receptor-related 1)	Ror1 Ntrkr1	937
Q9EQ00	reviewed	Ropporin-1-like protein (AKAP-associated sperm protein)	Ropn1l Asp	218
Q9ESG2	reviewed	Ropporin-1 (Rhophilin-associated 'oppo' protein) (Rhophilin-associated protein 1)	Ropn1	212
P60603	reviewed	Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog)	Romo1	79
P32958	reviewed	Rod outer segment membrane protein 1 (ROSP1)	Rom1 Rom-1	351
Q3TDK6	reviewed	Protein rogdi homolog (Leucine-zipper-containing LZF)	Rogdi Lzf	287
P70336	reviewed	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	Rock2	1388
P70335	reviewed	Rho-associated protein kinase 1 (EC 2.7.11.1) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)	Rock1	1354
Q8C310	reviewed	Roundabout homolog 4	Robo4	1012
Q9Z2I4	reviewed	Roundabout homolog 3 (Retinoblastoma-inhibiting gene 1 protein) (Rig-1)	Robo3 Rbig1	1366
Q7TPD3	reviewed	Roundabout homolog 2	Robo2 Kiaa1568	1470
O89026	reviewed	Roundabout homolog 1	Robo1 Dutt1	1612
O08848	reviewed	60 kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (Ro60) (RoRNP) (TROVE domain family member 2)	RO60 Ssa2 Trove2	538
Q99M28	reviewed	RNA-binding protein with serine-rich domain 1	Rnps1	305
G5E872	reviewed	Aminopeptidase RNPEPL1 (EC 3.4.11.-) (Methionyl aminopeptidase) (EC 3.4.11.18)	Rnpepl1	720
Q8VCT3	reviewed	Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase) (Cytosol aminopeptidase IV)	Rnpep	650
Q3UZ01	reviewed	RNA-binding region-containing protein 3 (RNA-binding motif protein 40) (RNA-binding protein 40)	Rnpc3 Kiaa1839 Rbm40	514
Q9D0L8	reviewed	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase)	Rnmt Kiaa0398	465
A7RDN6	reviewed	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C) (mMAO-C)	Rnls	342
Q91VI7	reviewed	Ribonuclease inhibitor (Ribonuclease/angiogenin inhibitor 1)	Rnh1 Rnh	456
O55236	reviewed	mRNA-capping enzyme (HCE) (MCE1) [Includes: Polynucleotide 5'-triphosphatase (TPase) (mRNA 5'-triphosphatase) (EC 3.1.3.33); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]	Rngtt Cap1a	597
Q3UF64	reviewed	RING finger and transmembrane domain-containing protein 2 (Transmembrane protein 118)	Rnft2 Tmem118	445
Q9DCN7	reviewed	E3 ubiquitin-protein ligase RNFT1 (EC 2.3.2.27) (RING finger and transmembrane domain-containing protein 1)	Rnft1	395
Q8VC56	reviewed	E3 ubiquitin-protein ligase RNF8 (EC 2.3.2.27) (ActA-interacting protein 37) (AIP37) (LaXp180) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	Rnf8	488
Q9WTZ1	reviewed	RING-box protein 2 (Rbx2) (RING finger protein 7) (Sensitive to apoptosis gene protein)	Rnf7 Rbx2 Sag	113
Q9DBU5	reviewed	E3 ubiquitin-protein ligase RNF6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF6) (RLIM-like protein)	Rnf6	667
O35445	reviewed	E3 ubiquitin-protein ligase RNF5 (EC 2.3.2.27) (RING finger protein 5) (RING-type E3 ubiquitin transferase RNF5)	Rnf5 Ng2	180
Q3UHJ8	reviewed	RING finger protein 44	Rnf44 Kiaa1100	407
Q5NCP0	reviewed	E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43)	Rnf43	784
Q8BH75	reviewed	E3 ubiquitin-protein ligase NRDP1 (EC 2.3.2.27) (RING finger protein 41) (RING-type E3 ubiquitin transferase NRDP1)	Rnf41 Flrf Nrdp1	317
Q3U319	reviewed	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	Rnf40 Bre1b Kiaa0661	1001
Q9QZS2	reviewed	E3 ubiquitin-protein ligase RNF4 (EC 2.3.2.27) (RING finger protein 4) (RING-type E3 ubiquitin transferase RNF4)	Rnf4	194
Q8BI21	reviewed	E3 ubiquitin-protein ligase RNF38 (EC 2.3.2.27) (RING finger protein 38) (RING-type E3 ubiquitin transferase RNF38)	Rnf38	518
Q99KR6	reviewed	E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Phafin-1) (RING finger protein 34) (RING-type E3 ubiquitin transferase RNF34)	Rnf34	376
Q9JIT1	reviewed	RING finger protein 32 (Limb region protein 2)	Rnf32 Lmbr2	368
Q924T7	reviewed	E3 ubiquitin-protein ligase RNF31 (EC 2.3.2.31) (HOIL-1-interacting protein) (HOIP) (Putative Ariadne-like ubiquitin ligase) (PAUL) (RING finger protein 31) (RING-type E3 ubiquitin transferase RNF31)	Rnf31 Paul	1066
